degree,avg,min,max
211,2.071073,0.000000,6.118097
212,2.071087,0.000000,6.118097
213,2.071090,0.000000,6.118097
214,2.071098,0.000000,6.118097
215,2.071106,0.000000,6.118097
216,2.071126,0.000000,6.118097
217,2.071137,0.000000,6.118097
218,2.071150,0.000000,6.118097
219,2.071156,0.000000,6.118097
220,2.071161,0.000000,6.118097
221,2.071170,0.000000,6.118097
223,2.071173,0.000000,6.118097
224,2.071184,0.000000,6.118097
225,2.071189,0.000000,6.118097
226,2.071195,0.000000,6.118097
227,2.071201,0.000000,6.156979
230,2.071209,0.000000,6.156979
231,2.071215,0.000000,6.156979
233,2.071218,0.000000,6.156979
234,2.071221,0.000000,6.156979
235,2.071233,0.000000,6.156979
236,2.071235,0.000000,6.156979
238,2.071242,0.000000,6.156979
239,2.071244,0.000000,6.156979
240,2.071250,0.000000,6.156979
242,2.071256,0.000000,6.156979
243,2.071271,0.000000,6.156979
244,2.071274,0.000000,6.156979
246,2.071279,0.000000,6.156979
250,2.071282,0.000000,6.156979
252,2.071291,0.000000,6.156979
253,2.071294,0.000000,6.156979
254,2.071308,0.000000,6.156979
257,2.071320,0.000000,6.156979
258,2.071329,0.000000,6.156979
259,2.071332,0.000000,6.156979
261,2.071335,0.000000,6.156979
263,2.071335,0.000000,6.156979
264,2.071338,0.000000,6.156979
265,2.071341,0.000000,6.156979
267,2.071353,0.000000,6.156979
268,2.071355,0.000000,6.156979
270,2.071358,0.000000,6.156979
271,2.071364,0.000000,6.156979
272,2.071364,0.000000,6.156979
274,2.071367,0.000000,6.156979
278,2.071379,0.000000,6.156979
280,2.071385,0.000000,6.156979
281,2.071388,0.000000,6.156979
282,2.071391,0.000000,6.156979
283,2.071394,0.000000,6.156979
284,2.071394,0.000000,6.156979
285,2.071400,0.000000,6.156979
293,2.071406,0.000000,6.156979
298,2.071416,0.000000,6.156979
301,2.071419,0.000000,6.156979
307,2.071422,0.000000,6.156979
323,2.071428,0.000000,6.156979
330,2.071431,0.000000,6.156979
333,2.071434,0.000000,6.156979
345,2.071437,0.000000,6.156979
347,2.071443,0.000000,6.156979
349,2.071447,0.000000,6.156979
351,2.071450,0.000000,6.156979
367,2.071453,0.000000,6.156979
372,2.071456,0.000000,6.156979
391,2.071459,0.000000,6.156979
397,2.071463,0.000000,6.156979
414,2.071466,0.000000,6.156979
476,2.071469,0.000000,6.165418
627,2.071473,0.000000,6.440947
