degree,avg,min,max
309,5.222650,0.000000,6.442540
316,5.222818,0.000000,6.442540
317,5.224779,0.000000,6.463029
318,5.225599,0.000000,6.463029
320,5.228467,0.000000,6.480045
324,5.230088,0.000000,6.480045
334,5.230963,0.000000,6.480045
336,5.231410,0.000000,6.480045
337,5.232449,0.000000,6.480045
340,5.235629,0.000000,6.480045
346,5.236632,0.000000,6.480045
365,5.238795,0.000000,6.501290
370,5.240025,0.000000,6.501290
373,5.241455,0.000000,6.501290
381,5.242480,0.000000,6.501290
385,5.243539,0.000000,6.501290
398,5.244016,0.000000,6.501290
400,5.244580,0.000000,6.501290
408,5.245867,0.000000,6.508769
413,5.248568,0.000000,6.508769
434,5.250009,0.000000,6.508769
442,5.250765,0.000000,6.508769
450,5.251774,0.000000,6.527958
451,5.254071,0.000000,6.529419
465,5.256118,0.000000,6.539586
469,5.256979,0.000000,6.539586
473,5.257938,0.000000,6.539586
474,5.259094,0.000000,6.545350
477,5.259756,0.000000,6.548219
485,5.260993,0.000000,6.553933
492,5.262131,0.000000,6.558198
504,5.262472,0.000000,6.558198
505,5.263489,0.000000,6.568078
514,5.264902,0.000000,6.575076
540,5.265354,0.000000,6.591674
560,5.266201,0.000000,6.605298
592,5.266480,0.000000,6.605298
605,5.267364,0.000000,6.635947
614,5.268059,0.000000,6.641182
635,5.268357,0.000000,6.655440
638,5.268912,0.000000,6.656727
679,5.269113,0.000000,6.656727
683,5.269586,0.000000,6.685861
687,5.269744,0.000000,6.688355
697,5.269851,0.000000,6.694562
720,5.269961,0.000000,6.708084
