degree,avg,min,max
77,3.465420,0.000000,4.343805
78,3.470581,0.000000,4.356709
79,3.491018,0.000000,4.369448
80,3.505619,0.000000,4.382027
81,3.517637,0.000000,4.394449
82,3.536136,0.000000,4.406719
83,3.546642,0.000000,4.418841
84,3.553374,0.000000,4.430817
85,3.568395,0.000000,4.442651
86,3.575647,0.000000,4.454347
87,3.585618,0.000000,4.465908
88,3.606598,0.000000,4.477337
89,3.624778,0.000000,4.488636
90,3.634360,0.000000,4.499810
91,3.638785,0.000000,4.510860
92,3.649448,0.000000,4.521789
93,3.655663,0.000000,4.532599
94,3.662778,0.000000,4.543295
95,3.670922,0.000000,4.553877
96,3.685409,0.000000,4.564348
97,3.689204,0.000000,4.574711
98,3.692340,0.000000,4.584967
99,3.694293,0.000000,4.595120
100,3.706552,0.000000,4.605170
101,3.722737,0.000000,4.615121
102,3.728231,0.000000,4.624973
103,3.732280,0.000000,4.634729
104,3.741426,0.000000,4.644391
105,3.764941,0.000000,4.653960
107,3.770839,0.000000,4.672829
108,3.777888,0.000000,4.682131
109,3.791400,0.000000,4.691348
110,3.804718,0.000000,4.700480
111,3.806579,0.000000,4.709530
112,3.809850,0.000000,4.718499
113,3.826857,0.000000,4.727388
114,3.837957,0.000000,4.736198
115,3.844982,0.000000,4.744932
116,3.847662,0.000000,4.753590
117,3.853784,0.000000,4.762174
120,3.875411,0.000000,4.787492
122,3.878940,0.000000,4.804021
123,3.884356,0.000000,4.812184
124,3.901588,0.000000,4.820282
125,3.906958,0.000000,4.828314
126,3.918977,0.000000,4.836282
127,3.924596,0.000000,4.844187
128,3.926867,0.000000,4.852030
129,3.933078,0.000000,4.859812
130,3.942317,0.000000,4.867534
131,3.951740,0.000000,4.875197
132,3.954070,0.000000,4.882802
133,3.958154,0.000000,4.890349
134,3.964724,0.000000,4.897840
135,3.970968,0.000000,4.905275
136,3.975059,0.000000,4.912655
138,3.980908,0.000000,4.927254
139,3.984548,0.000000,4.934474
140,3.986689,0.000000,4.941642
141,3.989819,0.000000,4.948760
143,4.004316,0.000000,4.962845
144,4.006432,0.000000,4.969813
145,4.008611,0.000000,4.976734
146,4.014566,0.000000,4.983607
147,4.026903,0.000000,4.990433
148,4.029037,0.000000,4.997212
149,4.039473,0.000000,5.003946
151,4.047357,0.000000,5.017280
152,4.054185,0.000000,5.023881
154,4.058982,0.000000,5.036953
155,4.061407,0.000000,5.043425
156,4.064110,0.000000,5.049856
157,4.071039,0.000000,5.056246
159,4.075938,0.000000,5.068904
160,4.077039,0.000000,5.075174
163,4.080389,0.000000,5.093750
164,4.085625,0.000000,5.099866
165,4.087294,0.000000,5.105945
166,4.088578,0.000000,5.111988
167,4.094488,0.000000,5.117994
169,4.099066,0.000000,5.129899
170,4.104073,0.000000,5.135798
171,4.116017,0.000000,5.141664
172,4.119615,0.000000,5.147494
173,4.123806,0.000000,5.153292
174,4.128741,0.000000,5.159055
175,4.133281,0.000000,5.164786
177,4.134097,0.000000,5.176150
178,4.141633,0.000000,5.181784
179,4.148674,0.000000,5.187386
180,4.155076,0.000000,5.192957
181,4.165890,0.000000,5.198497
183,4.170774,0.000000,5.209486
184,4.172086,0.000000,5.214936
186,4.175253,0.000000,5.225747
188,4.176634,0.000000,5.236442
189,4.179875,0.000000,5.241747
190,4.181788,0.000000,5.247024
191,4.185454,0.000000,5.252273
192,4.197032,0.000000,5.257495
194,4.197820,0.000000,5.267858
195,4.204790,0.000000,5.273000
196,4.206565,0.000000,5.278115
197,4.214624,0.000000,5.283204
198,4.219271,0.000000,5.288267
199,4.221641,0.000000,5.293305
203,4.224045,0.000000,5.313206
204,4.225039,0.000000,5.318120
205,4.226979,0.000000,5.323010
206,4.234392,0.000000,5.327876
207,4.240658,0.000000,5.332719
209,4.247832,0.000000,5.342334
210,4.259247,0.000000,5.347108
211,4.264590,0.000000,5.351858
212,4.271349,0.000000,5.356586
213,4.272547,0.000000,5.361292
215,4.276605,0.000000,5.370638
218,4.278825,0.000000,5.384495
219,4.283406,0.000000,5.389072
222,4.287704,0.000000,5.402677
223,4.289269,0.000000,5.407172
224,4.291140,0.000000,5.411646
225,4.294373,0.000000,5.416100
226,4.295686,0.000000,5.420535
227,4.299271,0.000000,5.424950
228,4.299675,0.000000,5.429346
233,4.305410,0.000000,5.451038
236,4.309056,0.000000,5.463832
237,4.310339,0.000000,5.468060
239,4.311783,0.000000,5.476464
241,4.314216,0.000000,5.484797
245,4.316308,0.000000,5.501258
246,4.324167,0.000000,5.505332
248,4.325311,0.000000,5.513429
254,4.328060,0.000000,5.537334
258,4.334016,0.000000,5.552960
260,4.336036,0.000000,5.560682
261,4.338905,0.000000,5.564520
262,4.340869,0.000000,5.568345
264,4.342785,0.000000,5.575949
266,4.345933,0.000000,5.583496
268,4.349083,0.000000,5.590987
269,4.351749,0.000000,5.594711
272,4.353303,0.000000,5.605802
273,4.354697,0.000000,5.609472
276,4.358254,0.000000,5.620401
278,4.362079,0.000000,5.627621
281,4.365699,0.000000,5.638355
282,4.367694,0.000000,5.641907
289,4.370050,0.000000,5.666427
290,4.372021,0.000000,5.669881
294,4.374392,0.000000,5.683580
295,4.376981,0.000000,5.686975
300,4.379148,0.000000,5.703782
304,4.380101,0.000000,5.717028
307,4.381902,0.000000,5.726848
309,4.384046,0.000000,5.733341
316,4.384389,0.000000,5.755742
317,4.387479,0.000000,5.758902
318,4.388852,0.000000,5.762051
320,4.393142,0.000000,5.768321
324,4.395611,0.000000,5.780744
334,4.397074,0.000000,5.811141
336,4.397837,0.000000,5.817111
337,4.399540,0.000000,5.820083
340,4.404830,0.000000,5.828946
346,4.406547,0.000000,5.846439
365,4.409669,0.000000,5.899897
370,4.411701,0.000000,5.913503
373,4.414107,0.000000,5.921578
381,4.415854,0.000000,5.942799
385,4.417735,0.000000,5.953243
398,4.418566,0.000000,5.986452
400,4.419527,0.000000,5.991465
408,4.421404,0.000000,6.011267
413,4.425953,0.000000,6.023448
434,4.428355,0.000000,6.073045
442,4.429633,0.000000,6.091310
450,4.431331,0.000000,6.109248
451,4.435194,0.000000,6.111467
465,4.438561,0.000000,6.142037
469,4.440007,0.000000,6.150603
473,4.441665,0.000000,6.159095
474,4.443598,0.000000,6.161207
477,4.444704,0.000000,6.167516
485,4.446656,0.000000,6.184149
492,4.448479,0.000000,6.198479
504,4.449047,0.000000,6.222576
505,4.450679,0.000000,6.224558
514,4.452825,0.000000,6.242223
540,4.453559,0.000000,6.291569
560,4.454905,0.000000,6.327937
592,4.455366,0.000000,6.383507
605,4.456765,0.000000,6.405228
614,4.457859,0.000000,6.419995
635,4.458336,0.000000,6.453625
638,4.459212,0.000000,6.458338
679,4.459540,0.000000,6.520621
683,4.460280,0.000000,6.526495
687,4.460527,0.000000,6.532334
697,4.460693,0.000000,6.546785
720,4.460862,0.000000,6.579251
